"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","대학구분","학년구분","학과구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","신청접수일 등 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천방법 상세내용","제출서류 상세내용"
"1336","(재)보건장학회","연구지원장학생","민간(기타)","장학금","기타","일반대학원/전문대학원","박사과정/석사2학기이상/석사신입생(1학기)","의약계열/자연계열","해당없음","해당없음","1인당 5000000원","대한민국 국민으로서 국내에 소재한 보건분야의 대학원/ 연구소 등에서 보건관련 연구를 계획하고 있는 자로서 소속 학교장 또는 소속 기관장이 추천한 자연구를 2024년 7월 31일까지 완료하여 본 재단에 연구결과에 대한 논문이 게재된 학술전문지를 제출할 수 있는 자공동연구의 경우 최소한 차석연구자 * 자세한 사항은 첨부파일 참고","해당없음","2022-06-08~2022-06-24","해당없음","부문 : 의학/약학/치의학/한의학/간호학/사회복지학총 00명","본 연구와 관련하여 국비 또는 타 장학금(연구비)를 받고 있는 자 제외","소속 학교 또는 기관장 추천","추천서이력서(사진첨부)연구계획서주민등록등(초)본 * 자세한 내용은 첨부파일 참고"
"1337","동국대학교","전문자격장학","대학교","장학금","기타","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 취득학전 15학점/ 평균평점 3.0이상인 학생(단/ 7학기 재학생은 12학점 이상)","해당없음","2000000원","동국대학교 재학생감정평가사/ 관세사/ 공인노무사/ 법무사/ 보험계리사/ 세무사 1차 합격자반드시 합격한 당해 학기에 신청(신청기간 이후 합격 발표가 있는 경우/ 한해 다음 학기에 '이월신청'가능)","해당없음","2022-06-08~2022-06-24","해당없음","해당없음","휴학생 및 9학기 이상자는 신청불가전문자격 장학금을 기수혜 받은 학생은 신청 불가(단/1차에 다시 합격한 학생의 경우 신청 가능)","해당없음"," * 신청시 학교 장학 공고 확인 필수장학신청서해당 자격의 1차 시험 합격 증명서류 1부"
"1338","동국대학교","종단추천장학","대학교","장학금","기타","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 평점평균 3.0/4.5/ 취득학점 15학점 이상 취득자","해당없음","수업료 70%(8학기)","20221학기 종단추천 장학 기수혜자20222학기 재학 및 복학예정자로 대한불교조계종 스님20222학기 재학 및 복학예정자(8학기 까지)","해당없음","2021-12-20~2022-02-25","해당없음","해당없음"," * 등록 휴학제도 폐지로 휴학시 장학금이 전액이 반환처리 됨","대한불교조계종교육원 추천"," * 신규신청자장학신청서장학추천서(대한불교조계종교육원 발급)신입생의 경우 수시합격생은 예치금납부확인서/ 정시합격생은  합격통지서 제출 * 재학생(계속신청자)uDrims시스템에 학생본인이 직접 신청내역 입력 ※ 교내 장학금으로/ 자세한 사항은 교내 홈페이지 장학 공고 참조"
"1339","동국대학교","동국가족장학","대학교","장학금","기타","특정대학","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","1000000원 (1회)","20221학기 학부 신.편입생부모/ 자녀/ 형제/ 자매/ 부부가 본 대학 또는 대학원에 재학(휴학)하고 있는 자부모/ 자녀/ 형제/ 자매/ 부부가 본 대학 또는 대학원에 동시에 입학한 자직계 3대에 걸쳐 본교 학사과정에 입학한 자 ","해당없음","2022-06-08~2022-06-24","해당없음","해당없음","해당없음","해당없음","장학신청서본교 재학중인 가족의 재학증명서(형제 및 자매)본교 출신 동문 (직계3대 및 부부동문)의 졸업증명서가족관계증명서(부/모 기준으로 발급) 또는 주민등록등본 (본인/ 형제/ 보호자 기   재)직계 3대인 경우 제적등본 첨부신입생의 경우 수시합격생은 예치금 납부확인서/ 정시합격생은 합격 통지서"
"1340","동국대학교","교육보호장학(새터민)","대학교","장학금","기타","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 평점평균 1.88/4.5(백분율 70점 이상) 이상 취득자","해당없음","수업료 100%(8학기)","20222학기 재학생/ 복학예정자 중 교육보호 대상자 ","해당없음","2022-06-27~2022-08-18","해당없음","해당없음","최초 입학한 날로부터 6년 초과자8학기 초과자","해당없음","장학신청서교육보호대상자증명서(시청 및 구청에서 발급)학력인정증명서류 1부개인정보 수집 및 이용 동의서 "
"1341","동국대학교","불교청년지도자장학","대학교","장학금","기타","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 이수학점 15학점 및 평점평균 3.0 이상 (마지막 학기 등록생의 경우/ 직전학기 12학점 이상)","해당없음","최대 1000000원 * 신행활동 결과에 따라 차등 지급함  * 지원목적: 신행 및 봉사활동에 대한 장학지원(이중수혜 가능)","20222학기 정규학기 재학생 * 이전에 장학 수혜를 받고 휴학한 경우 ""신규장학생""으로 신청 ","해당없음","2022-06-08~2022-06-24","1차 서류 / 2차 면접","00명"," 휴학 및 초과학기 등록자 등 신청불가불교청년지도자장학 수혜 횟수가 총 4회를 초과한 학생 제외20221학기 신행활동이 저조한 학생 제외","해당없음"," * 홈페이지 참고"
"1342","동국대학교","보훈장학(본인/자녀)","대학교","장학금","기타","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","수업료100%(8학기)","20222학기 동국대학교 학부 재학생 및 복학예정자 중 보훈대상자","해당없음","2022-06-08~2022-06-24","해당없음","해당없음"," * 등록 휴학제도 폐지로 휴학시 장학금 전액이 반환처리 됨","해당없음"," * 재학생(계속자)uDrims > 장학 > 수업료감면장학 > 보훈장학신청 > 추가버튼 > 장학명 선택 > 저장 > 완료 * 신입생/재학생(신규자)장학 신청서대학수업료등면제 대상자 증명서(보훈청 발급)가족관계증명서 ※ 교내 장학금으로/ 자세한 사항은 교내 홈페이지 장학 공지 참조"
"1343","동국대학교","복지장학(본인장애)","대학교","장학금","장애인","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","장애의 정도가 심하지 않은 장애인 : 직전학기 취득학점 12학점 이상/ 평점평균 2.75이상 * 장애의 정도가 심한 장애인은 성적제한 없음","해당없음","장애의 정도가 심한 장애인 : 수업료 100%장애의 정도가 심하지 않은 장애인 : 수업료 30%","동국대학교 20222학기 재학생 및 복학예정자로서/ 본인이 장애 판정을 받은 자","해당없음","2022-04-12~2022-04-18","해당없음","해당없음","국가보훈처에서 지정한 교육보호대상자(보훈대상자) 제외","해당없음","장학신청서장애인 증명서  * 교내 장학금으로/ 자세한 사항은 교내 홈페이지 장학공지 참조"
"1344","동국대학교","동국사랑1.1.1장학","대학교","장학금","특기자","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","1000000원 * 생활비성 장학금","동국대학교 20221학기 학부 재학생역량개발분야(지혜) : 역량개발을 위한 다양한 활동봉사분야(자비) : 재능기부봉사/ 지역사회 봉사/ 해외봉사 등 불교종립대학의 자비나눔 실천을 위한 다양한 실천·리더십분야(정진) : 대회참여(교내·외 공모전 참여/ 창업 등 다양한 활동) / 교내·외활동을 활발히 참여한 자","해당없음","2022-06-08~2022-06-24","해당없음","45명","초과학기생 * 자세한 사항은 장학팀으로 문의 바랍니다.","해당없음"," * 신청방법 : uDRIMS 접속 → 학사정보 → 장학 → 자기소개서 및 학업계획서 작성 → 저장 → 온라인 신청 후 출력"
"1345","동국대학교","복지장학(기초생활수급자)","대학교","장학금","소득구분","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 취득학점 12학점 및 평점평균 2.75/4.5 이상 취득자","국민기초생활보장법 제2조 1호 및 2호에 따른 기초생활보장수급대상자 ( * 생계급여수급자 의료급여수급자 보장시설 수급자 중 해당자)","수업료100% (8학기)","20222학기 동국대학교 학부 재학생 및 복학예정자 중 대상자 중 기초생활보장수급대상자 본인2022년도 2학기 국가장학금 Ⅰ유형 수혜자(국가장학금 필수 신청)","해당없음","2022-04-04~2022-04-15","해당없음","해당없음","장학금 수혜대상자가 휴학하는 경우에는 취소 처리됨","해당없음","장학신청서기초생활수급자 증명서 (학생본인명의로 발급) * 교내 장학금으로/ 자세한 사항은 교내 홈페이지 장학공고 참조"
"1346","동국대학교","동국미래인재장학","대학교","장학금","기타","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/인문계열/자연계열/제한없음","직전학기 취득학점 15학점 이상/ 직전학기까지 평점평균 3.0점 이상인 자 ","해당없음","2000000원","본교일반대학원 진학 필수 학/석사 연계과정 미신청자는 학석사연계과정 신청 필수장학 수혜시 추천교원 연구과제에 학생연구원 참여 필수20221학기 현재 학부 5학기/ 6학기/ 7학기/ 8학기에 등록한 재학생","해당없음","2022-03-28~2022-04-04","학업성적50점 + 연구계획서 평가 30점 + 자기소개서 평가 20점가산점 : 연구실적 및 공인영어성적","00명","해당없음","학과 교원의 추천","장학신청서학업 및 연구계획서연구실적물동국미래인재장학 준수 서약서및 의무사항/ 연구과제 참여 확약서 각 1부공인영어성적표 (해당자)"
"1347","동국대학교","인봉장학생","대학교","장학금","소득구분","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/박사과정/석사2학기이상/석사신입생(1학기)/연령제한/제한없음","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","가정 형편이 어려운 학생","1000000원원","불교 신자 우대","해당없음","해당없음","해당없음","3명","해당없음","해당없음","장학생 신청서성적증명서재학증명서기타 자기소개서 내용을 증빙할 수 있는 제출 서류"
